slug,provider,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed
lightecho-mainnet,LightEcho,"[""[XLM/USDC](https://lightecho.io/?from_asset=XLM&to_asset=USDC)""]",mainnet,Soroban Smart Contract Oracle,TRUE,"[""Price Feed"",""Event Triggers""]","[""Real-time Price Feeds"",""StellarExpert""]","[""Emerging Market Data"",""Volatility Feeds"",""Free Access""]","[""Cryptocurrency Prices"",""Volatility Data""]",Decentralized,TRUE,Secured by Stellar SCP and decentralized data sources,"[""Python"",""JavaScript""]","[""Audit by Runtime Verification, 2023""]"
lightecho-testnet,LightEcho,"[""[XLM/USDC](https://lightecho.io/?from_asset=XLM&to_asset=USDC)""]",testnet,Soroban Smart Contract Oracle,FALSE,"[""Price Feed"",""Event Triggers""]","[""Real-time Price Feeds"",""StellarExpert""]","[""Emerging Market Data"",""Volatility Feeds"",""Free Access""]","[""Cryptocurrency Prices"",""Volatility Data""]",Decentralized,TRUE,Secured by Stellar SCP and decentralized data sources,"[""Python"",""JavaScript""]","[""Audit by Runtime Verification, 2023""]"
band-mainnet,!provider:band,"[""[XLM/USD](https://data.bandprotocol.com/symbol/XLM/)"", ""[Docs](https://docs.bandchain.org//)""]",mainnet,,,,,,,,,,,
dia-mainnet,!provider:dia,"[""[XLM/USD](https://www.diadata.org/app/price/asset/Stellar/0x0000000000000000000000000000000000000000/)"", ""[Docs](https://www.diadata.org/docs/data-products-and-tools/token-price-feeds#data-sources/)""]",mainnet,,,,,,,,,,,
reflector-mainnet,Reflector,"[""[Docs](https://reflector.network/docs)""]",mainnet,Consensus-based Oracle,FALSE,"[""Price Feed"",""Custom Triggers""]","[""Real-time Price Feeds"",""StellarExpert""]","[""Custom Triggers"",""On-chain/Off-chain Data""]","[""Cryptocurrency Prices"",""Exchange Rates""]",Decentralized,TRUE,Secured by trusted Stellar ecosystem nodes,"[""JavaScript""]","[""Audit by Quantstamp, 2023""]"
reflector-testnet,Reflector,"[""[Docs](https://reflector.network/docs)""]",testnet,Consensus-based Oracle,FALSE,"[""Price Feed"",""Custom Triggers""]","[""Real-time Price Feeds"",""StellarExpert""]","[""Custom Triggers"",""On-chain/Off-chain Data""]","[""Cryptocurrency Prices"",""Exchange Rates""]",Decentralized,TRUE,Secured by trusted Stellar ecosystem nodes,"[""JavaScript""]","[""Audit by Quantstamp, 2023""]"
