slug,provider,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed
chainlink-mainnet,!provider:chainlink,"[""[Docs](https://lens.xyz/docs/chain/tools/oracles/chainlink)""]",mainnet,,,,,,,,,,,
chainlink-testnet,!provider:chainlink,"[""[Docs](https://lens.xyz/docs/chain/tools/oracles/chainlink)""]",testnet,,,,,,,,,,,
redstone-mainnet,!provider:redstone,"[""[Docs](https://lens.xyz/docs/chain/tools/oracles/redstone)""]",mainnet,,,,,,,,,,,
redstone-testnet,!provider:redstone,"[""[Docs](https://lens.xyz/docs/chain/tools/oracles/redstone)""]",testnet,,,,,,,,,,,
