slug,provider,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed
acurast-astar,!provider:acurast,,astar,,,,,,,,,,,
band-astar,!provider:band,,astar,,,,,,,,,,,
band-shibuya,!provider:band,,shibuya,,,,,,,,,,,
band-shiden,!provider:band,,shiden,,,,,,,,,,,
dia-astar,!provider:dia,,astar,,TRUE,,,,,,,,,
dia-shibuya,!provider:dia,,shibuya,,TRUE,,,,,,,,,
dia-shiden,!provider:dia,,shiden,,TRUE,,,,,,,,,
