slug,provider,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing
blockscout-astar,!provider:blockscout,"[""[Explore](https://astar.blockscout.com/txs)""]",astar,,,,,,,,,,
blockscout-shibuya,!provider:blockscout,"[""[Explore](https://shibuya.blockscout.com/txs)""]",shibuya,,,,,,,,,,
polkadot-js-astar,!provider:polkadot-js,"[""[Explore](https://polkadot.js.org/apps/)""]",astar,,,,,,,,,,
polkadot-js-shiden,!provider:polkadot-js,"[""[Explore](https://polkadot.js.org/apps/)""]",shiden,,,,,,,,,,
subscan-mainnet,!provider:subscan,"[""[Explore](https://astar.subscan.io/)""]",astar,,,,,,,,,,
subscan-shibuya,!provider:subscan,"[""[Explore](https://shibuya.subscan.io/)""]",shibuya,,,,,,,,,,
subscan-shiden,!provider:subscan,"[""[Explore](https://shiden.subscan.io/)""]",shiden,,,,,,,,,,
