slug,provider,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed
redstone-mainnet,!provider:redstone,"[""[Docs](https://docs.ton.org/ecosystem/oracles/redstone)""]",mainnet,,,,,,,,,,,
redstone-testnet,!provider:redstone,"[""[Docs](https://docs.ton.org/ecosystem/oracles/redstone)""]",testnet,,,,,,,,,,,
pyth-mainnet,!provider:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/core/contract-addresses/ton)""]",mainnet,,,,,,,,,,,
pyth-testnet,!provider:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/core/contract-addresses/ton)""]",testnet,,,,,,,,,,,
orbs-mainnet,Orbs,"[""[Website](https://docs.orbs.network/v3/community-projects/ton-access)""]",mainnet,Layer 3 Infrastructure,TRUE,"[""RPC"",""Randomness""]","[""Validator status""]","[""Decentralized RPC"",""V3 Randomness""]","[""Infrastructure"",""Randomness""]",Proof-of-Stake,TRUE,PoS Validators (Guardians),"[""TypeScript""]","[""Internal"",""External Audits""]"
orbs-testnet,Orbs,"[""[Website](https://docs.orbs.network/v3/community-projects/ton-access)""]",testnet,Layer 3 Infrastructure,TRUE,"[""RPC"",""Randomness""]","[""Validator status""]","[""Decentralized RPC"",""V3 Randomness""]","[""Infrastructure"",""Randomness""]",Proof-of-Stake,TRUE,PoS Validators (Guardians),"[""TypeScript""]","[""Internal"",""External Audits""]"
