slug,provider,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed
chainlink-mainnet,!provider:chainlink,"[""[POL/USD](https://data.chain.link/streams/pol-usd)"", ""[Docs](https://docs.chain.link/)""]",mainnet,,,,,,,,,,,
api3-mainnet,!provider:api3,"[""[Docs](https://docs.api3.org/dapps/)""]",mainnet,,,,,,,,,,,
dia-mainnet,!provider:dia,"[""[Docs](https://www.diadata.org/docs/home)""]",mainnet,,,,,,,,,,,
pyth-mainnet,!provider:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/getting-started)""]",mainnet,,,,,,,,,,,
uma-mainnet,!provider:uma,"[""[Docs](https://docs.umaproject.org/)""]",mainnet,,,,,,,,,,,
seda-mainnet,Seda,"[""[Docs](https://docs.seda.xyz/home)""]",mainnet,Decentralized Oracle Network,FALSE,"[""Price Feeds""]","[""Analytics Dashboard""]","[""Decentralized oracle with focus on data privacy""]","[""Price Feeds""]",Semi-Decentralized,TRUE,Uses privacy-preserving techniques and community validation,"[""JavaScript SDK""]",
supra-mainnet,!provider:supra,"[""[Docs](https://docs.supra.com/)""]",mainnet,,,,,,,,,,,
chainlink-amoy,!provider:chainlink,"[""[Docs](https://docs.chain.link/)""]",amoy,,,,,,,,,,,
