slug,provider,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred
alchemy-amoy-faucet,Alchemy,"[""[Get POL](https://www.alchemy.com/faucets/polygon-amoy)""]",amoy,FALSE,TRUE,0.001 POL,$0,0.05 AMOY,72h,"[""requires a minimum Polygon PoS mainnet balance of 0.001 POL""]",FALSE
chainlink-amoy-faucet,Chainlink,"[""[Get POL](https://faucets.chain.link/polygon-amoy)""]",amoy,TRUE,TRUE,1 LINK,$0,0.5 AMOY,,"[""Also provides test LINK tokens""]",TRUE
polygon-official-amoy-faucet,Polygon,"[""[Get POL](https://faucet.polygon.technology/)""]",amoy,FALSE,TRUE,,$0,0.2 AMOY,24h,"[""Official Polygon faucet (Amoy)""]",FALSE
quicknode-amoy-faucet,QuickNode,"[""[Get POL](https://faucet.quicknode.com/polygon)""]",amoy,FALSE,FALSE,0.001 ETH,$0,0.05 AMOY,12h,"[""Share a tweet to get 1x bonus""]",FALSE
