slug,provider,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred
infura-linea-faucet,Infura,"[""[Get tokens](https://www.infura.io/faucet/linea)""]",sepolia,TRUE,TRUE,null,Free,null,null,null,TRUE
getblock-linea-faucet,GetBlock,"[""[Get tokens](https://getblock.io/faucet)""]",sepolia,FALSE,TRUE,null,Free,null,null,null,TRUE
circle-linea-faucet,Circle,"[""[Get tokens](https://faucet.circle.com/)""]",sepolia,FALSE,TRUE,null,Free,null,null,null,FALSE
alchemy-linea-faucet,Alchemy,"[""[Get tokens](https://www.alchemy.com/faucets/ethereum-sepolia)""]",sepolia,TRUE,TRUE,null,Free,null,null,null,FALSE
chainlink-linea-faucet,Chainlink,"[""[Get tokens](https://faucets.chain.link/linea-sepolia)""]",sepolia,TRUE,TRUE,null,Free,null,null,null,TRUE
hackquest-linea-faucet,Hackquest,"[""[Get tokens](https://www.hackquest.io/faucets/59141)""]",sepolia,TRUE,TRUE,null,Free,null,null,null,FALSE
